transaction_id,customer_id,merchant_id,amount,payment_method,timestamp,status,failure_reason,attempt_number,previous_successes,previous_failures,recovery_eligible,is_high_value,is_first_attempt,customer_success_ratio,recovery_probability,amount_score,failure_reason_score,retry_score,customer_history_score,recovery_score,recovery_priority,ai_decision,expected_revenue
TXN001753,CUST1191,MERCHANT008,39506.08,CARD,2026-08-20 04:08:56.848634,FAILED,Timeout,2,15,2,True,1,0,0.8823529411764706,0.8079371604352853,30,25,10,15,80,VERY HIGH,SMART_RETRY,31918.430095129217
TXN004467,CUST1988,MERCHANT008,43928.68,UPI,2026-08-24 04:35:02.848634,FAILED,Network Error,2,6,1,True,1,0,0.8571428571428571,0.7254286176786179,40,25,10,10,85,VERY HIGH,RETRY_WITH_DELAY,31867.121608846348
TXN008802,CUST1393,MERCHANT007,41732.46,NETBANKING,2026-08-19 21:49:32.848634,FAILED,Technical Error,3,11,2,False,1,0,0.8461538461538461,0.760673917322426,40,20,0,15,75,HIGH,STOP_AUTOMATIC_RETRY,31744.793827701447
TXN003598,CUST1227,MERCHANT009,42512.58,CARD,2026-08-18 21:13:31.848634,FAILED,Timeout,3,19,2,False,1,0,0.9047619047619048,0.7414046397101353,40,25,0,15,80,VERY HIGH,STOP_AUTOMATIC_RETRY,31519.024058048304
TXN004602,CUST0265,MERCHANT004,43579.67,NETBANKING,2026-08-18 11:18:19.848634,FAILED,Network Error,1,18,5,True,1,1,0.782608695652174,0.7026664155847392,40,25,20,10,95,VERY HIGH,RETRY_WITH_DELAY,30621.97051126579
TXN008551,CUST0409,MERCHANT010,42760.94,WALLET,2026-08-23 19:22:29.848634,FAILED,Timeout,2,7,4,True,1,0,0.6363636363636364,0.7116705614750801,40,25,10,10,85,VERY HIGH,RETRY_WITH_DELAY,30431.702179002215
TXN007292,CUST1275,MERCHANT008,37974.58,WALLET,2026-08-23 08:09:53.848634,FAILED,Insufficient Funds,1,12,2,True,1,1,0.8571428571428571,0.7890335487627094,30,5,20,15,70,HIGH,REQUEST_CUSTOMER_ACTION,29963.21762017341
TXN009677,CUST0406,MERCHANT006,42567.52,NETBANKING,2026-08-24 09:54:08.848634,FAILED,Technical Error,1,19,5,True,1,1,0.7916666666666666,0.7025959618135216,40,20,20,10,90,VERY HIGH,RETRY_WITH_DELAY,29907.767656416312
TXN008654,CUST0540,MERCHANT007,43308.46,NETBANKING,2026-08-22 13:33:56.848634,FAILED,Bank Declined,1,5,3,True,1,1,0.625,0.6860788341507285,40,10,20,10,80,VERY HIGH,RETRY_WITH_DELAY,29713.017745663456
TXN002394,CUST0316,MERCHANT001,33645.51,CARD,2026-08-23 17:45:53.848634,FAILED,Network Error,3,13,2,False,1,0,0.8666666666666667,0.8769035143967676,30,25,0,15,70,HIGH,STOP_AUTOMATIC_RETRY,29503.86596267159
TXN009549,CUST1156,MERCHANT005,41381.96,NETBANKING,2026-08-22 19:51:48.848634,FAILED,Insufficient Funds,1,18,1,True,1,1,0.9473684210526315,0.7127428415810769,40,5,20,15,80,VERY HIGH,REQUEST_CUSTOMER_ACTION,29494.695760594463
TXN008479,CUST1451,MERCHANT010,44212.53,UPI,2026-08-18 06:24:00.848634,FAILED,Insufficient Funds,1,12,5,True,1,1,0.7058823529411765,0.6662972025824193,40,5,20,10,75,HIGH,DO_NOT_RETRY,29458.68505809129
TXN000622,CUST0109,MERCHANT001,45266.39,NETBANKING,2026-08-20 17:44:05.848634,FAILED,Technical Error,2,11,4,True,1,0,0.7333333333333333,0.6494655173175358,40,20,10,10,80,VERY HIGH,RETRY_WITH_DELAY,29398.95939844733
TXN002637,CUST1766,MERCHANT006,44174.06,NETBANKING,2026-08-21 21:00:17.848634,FAILED,Technical Error,2,19,5,True,1,0,0.7916666666666666,0.6653176157772195,40,20,10,10,80,VERY HIGH,RETRY_WITH_DELAY,29389.780278399838
TXN007517,CUST0226,MERCHANT009,36420.1,NETBANKING,2026-08-20 05:09:03.848634,FAILED,Technical Error,2,11,1,True,1,0,0.9166666666666666,0.8023733057732115,30,20,10,15,75,HIGH,FALLBACK_PROCESSOR,29222.51603359094
TXN000440,CUST1507,MERCHANT003,45220.6,WALLET,2026-08-20 17:26:44.848634,FAILED,Timeout,1,6,2,True,1,1,0.75,0.6460640842622178,40,25,20,10,95,VERY HIGH,RETRY_WITH_DELAY,29215.405528788047
TXN006083,CUST1516,MERCHANT003,40259.64,NETBANKING,2026-08-24 20:44:32.848634,FAILED,Technical Error,2,4,1,True,1,0,0.8,0.7254576866629129,40,20,10,5,75,HIGH,RETRY_WITH_DELAY,29206.665300281675
TXN001429,CUST1193,MERCHANT004,36907.98,CARD,2026-08-19 18:03:05.848634,FAILED,Technical Error,3,14,1,False,1,0,0.9333333333333333,0.7674099386022765,30,20,0,15,65,HIGH,STOP_AUTOMATIC_RETRY,28323.55066573405
TXN004248,CUST0855,MERCHANT005,41839.73,NETBANKING,2026-08-18 02:42:08.848634,FAILED,Bank Declined,1,6,1,True,1,1,0.8571428571428571,0.6764834177690221,40,10,20,10,80,VERY HIGH,RETRY_WITH_DELAY,28303.88354893309
TXN009317,CUST0738,MERCHANT010,41690.55,CARD,2026-08-23 01:50:20.848634,FAILED,Bank Declined,1,6,1,True,1,1,0.8571428571428571,0.6758471738672982,40,10,20,10,80,VERY HIGH,RETRY_WITH_DELAY,28176.44039447329
TXN000483,CUST0002,MERCHANT002,32650.57,UPI,2026-08-18 06:24:23.848634,FAILED,Timeout,1,19,0,True,1,1,1.0,0.8616555555555554,30,25,20,15,90,VERY HIGH,SMART_RETRY,28133.54503255555
TXN005106,CUST0200,MERCHANT010,49970.68,UPI,2026-08-19 23:12:35.848634,FAILED,Timeout,1,7,2,True,1,1,0.7777777777777778,0.5629707377938714,40,25,20,10,95,VERY HIGH,RETRY_WITH_DELAY,28132.030587661455
TXN005307,CUST0893,MERCHANT008,45509.26,NETBANKING,2026-08-24 12:19:16.848634,FAILED,Insufficient Funds,2,6,3,True,1,0,0.6666666666666666,0.6099680560137128,40,5,10,10,65,HIGH,DO_NOT_RETRY,27759.194852822624
TXN000266,CUST1235,MERCHANT001,37187.18,NETBANKING,2026-08-25 01:29:24.848634,FAILED,Technical Error,2,20,5,True,1,0,0.8,0.7440120582318724,30,20,10,10,70,HIGH,RETRY_WITH_DELAY,27667.710331639122
TXN007497,CUST0213,MERCHANT005,39540.7,CARD,2026-08-20 15:55:46.848634,FAILED,Insufficient Funds,1,7,4,True,1,1,0.6363636363636364,0.6986135147532205,30,5,20,10,65,HIGH,DO_NOT_RETRY,27623.667402802665
TXN006084,CUST1062,MERCHANT006,47008.35,UPI,2026-08-23 05:52:57.848634,FAILED,Bank Declined,2,20,2,True,1,0,0.9090909090909091,0.5869647939206761,40,10,10,15,75,HIGH,RETRY_WITH_DELAY,27592.246470301016
TXN001259,CUST0199,MERCHANT002,44589.78,CARD,2026-08-25 00:36:53.848634,FAILED,Technical Error,1,17,5,True,1,1,0.7727272727272727,0.6182042233658366,40,20,20,10,90,VERY HIGH,RETRY_WITH_DELAY,27565.59031495351
TXN002568,CUST0703,MERCHANT003,42156.71,NETBANKING,2026-08-21 08:44:57.848634,FAILED,Insufficient Funds,3,7,2,False,1,0,0.7777777777777778,0.6424043501969164,40,5,0,10,55,MEDIUM,DO_NOT_RETRY,27081.65389398985
TXN002245,CUST0180,MERCHANT008,49318.6,NETBANKING,2026-08-20 11:47:58.848634,FAILED,Timeout,2,4,1,True,1,0,0.8,0.5484399751873433,40,25,10,5,80,VERY HIGH,RETRY_WITH_DELAY,27048.29176027451
TXN000931,CUST0246,MERCHANT002,40106.04,WALLET,2026-08-19 10:15:06.848634,FAILED,Bank Declined,2,20,4,True,1,0,0.8333333333333334,0.6712581234582935,40,10,10,10,70,HIGH,RETRY_WITH_DELAY,26921.505149743258
TXN004133,CUST1703,MERCHANT001,38303.42,NETBANKING,2026-08-24 18:28:34.848634,FAILED,Timeout,2,14,1,True,1,0,0.9333333333333333,0.7026648063850021,30,25,10,15,80,VERY HIGH,RETRY_WITH_DELAY,26914.465198183414
TXN006380,CUST1023,MERCHANT003,46031.3,UPI,2026-08-20 10:57:39.848634,FAILED,Timeout,2,7,5,True,1,0,0.5833333333333334,0.5805640715818255,40,25,10,10,85,VERY HIGH,RETRY_WITH_DELAY,26724.118948204487
TXN003689,CUST1938,MERCHANT003,35522.48,CARD,2026-08-23 23:36:58.848634,FAILED,Technical Error,1,13,4,True,1,1,0.7647058823529411,0.7511069185920445,30,20,20,10,80,VERY HIGH,FALLBACK_PROCESSOR,26681.18049354753
TXN005153,CUST0547,MERCHANT001,34955.47,WALLET,2026-08-18 10:11:26.848634,FAILED,Timeout,1,11,1,True,1,1,0.9166666666666666,0.7623273777722501,30,25,20,15,90,VERY HIGH,SMART_RETRY,26647.511783896556
TXN005607,CUST0461,MERCHANT008,33243.6,CARD,2026-08-22 08:48:13.848634,FAILED,Technical Error,1,13,0,True,1,1,1.0,0.780091108810674,30,20,20,15,85,VERY HIGH,FALLBACK_PROCESSOR,25933.036784858523
TXN007047,CUST1479,MERCHANT007,44396.27,WALLET,2026-08-20 04:18:39.848634,FAILED,Bank Declined,3,6,3,False,1,0,0.6666666666666666,0.5838303004185355,40,10,0,10,60,HIGH,STOP_AUTOMATIC_RETRY,25919.88765156241
TXN007556,CUST0716,MERCHANT006,47103.16,WALLET,2026-08-20 08:20:41.848634,FAILED,Technical Error,2,4,1,True,1,0,0.8,0.5425561415917455,40,20,10,5,75,HIGH,RETRY_WITH_DELAY,25556.108746378643
TXN007026,CUST1469,MERCHANT001,35768.23,NETBANKING,2026-08-18 10:10:01.848634,FAILED,Insufficient Funds,2,14,3,True,1,0,0.8235294117647058,0.7122093296567955,30,5,10,10,55,MEDIUM,REQUEST_CUSTOMER_ACTION,25474.467111310085
TXN004527,CUST1954,MERCHANT001,49836.27,NETBANKING,2026-08-22 15:50:46.848634,FAILED,Timeout,2,6,1,True,1,0,0.8571428571428571,0.5056734243450091,40,25,10,10,85,VERY HIGH,RETRY_WITH_DELAY,25200.877307482442
TXN002391,CUST0833,MERCHANT002,38946.42,NETBANKING,2026-08-22 09:29:57.848634,FAILED,Bank Declined,1,12,0,True,1,1,1.0,0.6426645650817483,30,10,20,15,75,HIGH,RETRY_WITH_DELAY,25029.484070791103
TXN007902,CUST1354,MERCHANT004,33729.54,WALLET,2026-08-19 22:01:45.848634,FAILED,Technical Error,3,15,3,False,1,0,0.8333333333333334,0.7416982611644471,30,20,0,10,60,HIGH,STOP_AUTOMATIC_RETRY,25017.141167876667
TXN007966,CUST0251,MERCHANT003,33207.95,WALLET,2026-08-19 04:47:17.848634,FAILED,Network Error,2,6,1,True,1,0,0.8571428571428571,0.7527274452734811,30,25,10,10,75,HIGH,ALTERNATE_ROUTE,24996.535366269494
TXN008351,CUST1085,MERCHANT002,36827.37,WALLET,2026-08-18 22:25:12.848634,FAILED,Timeout,3,18,4,False,1,0,0.8181818181818182,0.6784799549135319,30,25,0,10,65,HIGH,STOP_AUTOMATIC_RETRY,24986.632337183957
TXN005810,CUST0390,MERCHANT010,44085.37,NETBANKING,2026-08-19 06:25:40.848634,FAILED,Network Error,3,14,2,False,1,0,0.875,0.5667357658232944,40,25,0,15,80,VERY HIGH,STOP_AUTOMATIC_RETRY,24984.75592855329
TXN007974,CUST1287,MERCHANT008,37190.45,CARD,2026-08-20 08:07:10.848634,FAILED,Network Error,3,8,3,False,1,0,0.7272727272727273,0.6654269010888204,30,25,0,10,65,HIGH,STOP_AUTOMATIC_RETRY,24747.52589359872
TXN007090,CUST0389,MERCHANT007,41652.68,WALLET,2026-08-23 02:34:16.848634,FAILED,Bank Declined,2,8,3,True,1,0,0.7272727272727273,0.5823048545403864,40,10,10,10,70,HIGH,RETRY_WITH_DELAY,24254.557768617262
TXN000929,CUST0422,MERCHANT005,30127.44,UPI,2026-08-21 08:25:53.848634,FAILED,Technical Error,2,15,1,True,1,0,0.9375,0.8041181351328409,30,20,10,15,75,HIGH,FALLBACK_PROCESSOR,24226.020869126554
TXN004665,CUST0363,MERCHANT002,40009.52,WALLET,2026-08-20 11:47:20.848634,FAILED,Technical Error,2,3,3,True,1,0,0.5,0.6043465695733498,40,20,10,5,75,HIGH,RETRY_WITH_DELAY,24179.61616227633
TXN001817,CUST1056,MERCHANT005,46384.67,WALLET,2026-08-22 03:01:16.848634,FAILED,Technical Error,1,0,4,True,1,1,0.0,0.5146879849541143,40,20,20,0,80,VERY HIGH,RETRY_WITH_DELAY,23873.632335061557
TXN009423,CUST0377,MERCHANT006,39227.07,NETBANKING,2026-08-22 17:43:57.848634,FAILED,Network Error,2,7,2,True,1,0,0.7777777777777778,0.6046179322374976,30,25,10,10,75,HIGH,RETRY_WITH_DELAY,23717.389951135574
TXN001887,CUST1512,MERCHANT005,34665.41,CARD,2026-08-22 20:45:37.848634,FAILED,Timeout,3,15,1,False,1,0,0.9375,0.6794731133589493,30,25,0,15,70,HIGH,STOP_AUTOMATIC_RETRY,23554.21405856446
TXN005181,CUST0721,MERCHANT004,33957.05,NETBANKING,2026-08-19 06:26:17.848634,FAILED,Technical Error,2,5,1,True,1,0,0.8333333333333334,0.6922660404447181,30,20,10,10,70,HIGH,RETRY_WITH_DELAY,23507.312548683316
TXN008519,CUST1089,MERCHANT007,40747.56,CARD,2026-08-24 02:58:47.848634,FAILED,Technical Error,1,10,4,True,1,1,0.7142857142857143,0.575636865065557,40,20,20,10,90,VERY HIGH,RETRY_WITH_DELAY,23455.797697470687
TXN007267,CUST1594,MERCHANT004,33744.75,CARD,2026-08-19 20:19:04.848634,FAILED,Technical Error,1,18,4,True,1,1,0.8181818181818182,0.6943641837630968,30,20,20,10,80,VERY HIGH,RETRY_WITH_DELAY,23431.14579003976
TXN006169,CUST0353,MERCHANT003,39368.33,WALLET,2026-08-22 14:42:17.848634,FAILED,Bank Declined,1,4,2,True,1,1,0.6666666666666666,0.5938998995815561,30,10,20,5,65,HIGH,RETRY_WITH_DELAY,23380.847233693563
TXN002959,CUST1002,MERCHANT010,36690.26,NETBANKING,2026-08-18 15:30:06.848634,FAILED,Insufficient Funds,3,14,2,False,1,0,0.875,0.6336908228352197,30,5,0,15,50,MEDIUM,DO_NOT_RETRY,23250.28104943815
TXN009082,CUST1559,MERCHANT002,25028.32,UPI,2026-08-21 08:42:32.848634,FAILED,Network Error,2,15,2,True,1,0,0.8823529411764706,0.9282691161756983,30,25,10,15,80,VERY HIGH,ALTERNATE_ROUTE,23233.016485762553
TXN006695,CUST0306,MERCHANT001,30802.32,CARD,2026-08-20 04:59:49.848634,FAILED,Network Error,2,10,0,True,1,0,1.0,0.7471987336737338,30,25,10,15,80,VERY HIGH,RETRY_WITH_DELAY,23015.454498213123
TXN001497,CUST1444,MERCHANT002,49425.26,UPI,2026-08-24 12:39:16.848634,FAILED,Bank Declined,1,19,4,True,1,1,0.8260869565217391,0.4651271577604529,40,10,20,10,80,VERY HIGH,MANUAL_REVIEW,22989.030705371402
TXN000004,CUST0491,MERCHANT001,37468.05,CARD,2026-08-19 22:38:01.848634,FAILED,Technical Error,3,18,1,False,1,0,0.9473684210526315,0.6091941412417422,30,20,0,15,65,HIGH,STOP_AUTOMATIC_RETRY,22825.316543752662
TXN004465,CUST0167,MERCHANT001,45313.53,NETBANKING,2026-08-24 05:00:30.848634,FAILED,Insufficient Funds,2,8,0,True,1,0,1.0,0.5019179414043877,40,5,10,10,65,HIGH,DO_NOT_RETRY,22743.673695365964
TXN009974,CUST1673,MERCHANT001,38601.04,NETBANKING,2026-08-19 02:46:42.848634,FAILED,Timeout,2,10,5,True,1,0,0.6666666666666666,0.581606021103416,30,25,10,10,75,HIGH,RETRY_WITH_DELAY,22450.597284853804
TXN009461,CUST1149,MERCHANT009,40664.6,NETBANKING,2026-08-24 22:52:30.848634,FAILED,Network Error,1,8,5,True,1,1,0.6153846153846154,0.5480876926221153,40,25,20,10,95,VERY HIGH,RETRY_WITH_DELAY,22287.76678540127
TXN006687,CUST1997,MERCHANT004,32895.53,UPI,2026-08-23 01:10:46.848634,FAILED,Bank Declined,2,6,1,True,1,0,0.8571428571428571,0.6751225416453743,30,10,10,10,60,HIGH,RETRY_WITH_DELAY,22208.51382237166
TXN004098,CUST0316,MERCHANT005,33248.73,NETBANKING,2026-08-20 10:40:06.848634,FAILED,Network Error,2,11,1,True,1,0,0.9166666666666666,0.666646466238726,30,25,10,15,80,VERY HIGH,RETRY_WITH_DELAY,22165.14836142552
TXN007246,CUST1532,MERCHANT003,29931.47,CARD,2026-08-24 13:42:35.848634,FAILED,Technical Error,1,16,0,True,1,1,1.0,0.7401704738900392,30,20,20,15,85,VERY HIGH,RETRY_WITH_DELAY,22154.39033412549
TXN006994,CUST0551,MERCHANT010,45048.6,WALLET,2026-08-24 06:41:52.848634,FAILED,Timeout,2,11,3,True,1,0,0.7857142857142857,0.490645256841394,40,25,10,10,85,VERY HIGH,MANUAL_REVIEW,22102.88191734522
TXN002446,CUST0430,MERCHANT007,39006.28,UPI,2026-08-18 02:37:02.848634,FAILED,Insufficient Funds,2,8,1,True,1,0,0.8888888888888888,0.5659916501030964,30,5,10,10,55,MEDIUM,DO_NOT_RETRY,22077.228781583406
TXN002035,CUST1594,MERCHANT001,30046.36,CARD,2026-08-24 11:11:13.848634,FAILED,Bank Declined,2,10,1,True,1,0,0.9090909090909091,0.7331575400499752,30,10,10,15,65,HIGH,RETRY_WITH_DELAY,22028.715385055973
TXN002683,CUST1357,MERCHANT007,26190.63,CARD,2026-08-21 19:08:06.848634,FAILED,Network Error,3,16,4,False,1,0,0.8,0.8389738540339228,30,25,0,10,65,HIGH,STOP_AUTOMATIC_RETRY,21973.25379067648
TXN000328,CUST0881,MERCHANT009,40054.02,WALLET,2026-08-18 19:15:52.848634,FAILED,Insufficient Funds,2,18,3,True,1,0,0.8571428571428571,0.5473051497435555,40,5,10,10,65,HIGH,DO_NOT_RETRY,21921.771413931365
TXN005312,CUST0250,MERCHANT010,36508.07,CARD,2026-08-22 13:39:37.848634,FAILED,Bank Declined,3,18,5,False,1,0,0.782608695652174,0.5985283820009826,30,10,0,10,50,MEDIUM,STOP_AUTOMATIC_RETRY,21851.116067078612
TXN005256,CUST1486,MERCHANT008,49948.46,WALLET,2026-08-24 07:58:12.848634,FAILED,Network Error,2,3,1,True,1,0,0.75,0.4313375896758249,40,25,10,5,80,VERY HIGH,MANUAL_REVIEW,21544.648344419355
TXN003251,CUST1877,MERCHANT008,42855.97,UPI,2026-08-23 05:33:29.848634,FAILED,Technical Error,3,7,2,False,1,0,0.7777777777777778,0.5023733078653518,40,20,0,10,70,HIGH,STOP_AUTOMATIC_RETRY,21529.695410678283
TXN006133,CUST0420,MERCHANT005,37771.64,CARD,2026-08-22 17:22:19.848634,FAILED,Network Error,2,4,5,True,1,0,0.4444444444444444,0.5670111723337891,30,25,10,5,70,HIGH,RETRY_WITH_DELAY,21416.94187736984
TXN005750,CUST0361,MERCHANT004,44735.61,UPI,2026-08-21 04:08:44.848634,FAILED,Timeout,1,2,4,True,1,1,0.3333333333333333,0.47486423254165194,40,25,20,5,90,VERY HIGH,MANUAL_REVIEW,21243.34110993265
TXN008383,CUST1540,MERCHANT007,24876.86,CARD,2026-08-21 07:39:59.848634,FAILED,Network Error,1,10,0,True,1,1,1.0,0.8538636243386244,20,25,20,15,80,VERY HIGH,ALTERNATE_ROUTE,21241.44584176455
TXN006201,CUST0290,MERCHANT010,29178.38,NETBANKING,2026-08-23 11:06:59.848634,FAILED,Network Error,1,10,3,True,1,1,0.7692307692307693,0.7203957219537516,30,25,20,10,85,VERY HIGH,RETRY_WITH_DELAY,21019.980125540907
TXN000242,CUST0167,MERCHANT010,38274.73,UPI,2026-08-23 09:41:20.848634,FAILED,Bank Declined,1,12,4,True,1,1,0.75,0.5463555441133651,30,10,20,10,70,HIGH,RETRY_WITH_DELAY,20911.61093494214
TXN008789,CUST1138,MERCHANT003,43605.11,CARD,2026-08-23 05:31:05.848634,FAILED,Bank Declined,2,15,3,True,1,0,0.8333333333333334,0.47554441057823377,40,10,10,10,70,HIGH,MANUAL_REVIEW,20736.16633314905
TXN006225,CUST1757,MERCHANT001,40564.45,WALLET,2026-08-23 09:52:38.848634,FAILED,Technical Error,3,14,1,False,1,0,0.9333333333333333,0.5061022069611888,40,20,0,15,75,HIGH,STOP_AUTOMATIC_RETRY,20529.757669166793
TXN000974,CUST1899,MERCHANT004,23295.66,UPI,2026-08-18 19:17:55.848634,FAILED,Network Error,2,15,1,True,1,0,0.9375,0.881110881779612,20,25,10,15,70,HIGH,ALTERNATE_ROUTE,20526.059524238037
TXN001027,CUST0784,MERCHANT010,35838.69,UPI,2026-08-20 10:10:21.848634,FAILED,Timeout,2,10,3,True,1,0,0.7692307692307693,0.5647882405395634,30,25,10,10,75,HIGH,RETRY_WITH_DELAY,20241.270668342848
TXN000729,CUST1209,MERCHANT006,24457.23,UPI,2026-08-18 14:50:52.848634,FAILED,Technical Error,1,20,3,True,1,1,0.8695652173913043,0.8208928571428572,20,20,20,10,70,HIGH,FALLBACK_PROCESSOR,20076.7654125
TXN001510,CUST0285,MERCHANT006,25439.9,UPI,2026-08-23 16:31:25.848634,FAILED,Network Error,3,16,3,False,1,0,0.8421052631578947,0.7828327744529792,30,25,0,10,65,HIGH,STOP_AUTOMATIC_RETRY,19915.187498806346
TXN006396,CUST0260,MERCHANT005,40096.21,WALLET,2026-08-18 11:28:51.848634,FAILED,Timeout,3,10,0,False,1,0,1.0,0.495656625873924,40,25,0,15,80,VERY HIGH,STOP_AUTOMATIC_RETRY,19873.95215893229
